date,product_id,base_price,discount,weather,temperature,festival,competitor_price,marketing_spend,demand
27-11-2024,1004,338.59,0.15,Sunny,37.6,0,395.43,9402.34,55
28-11-2024,1004,318.27,0.16,Sunny,29.5,1,155.57,7479.64,89
29-11-2024,1001,277.77,0.17,Rainy,13.1,0,289.78,7784.32,38
30-11-2024,1002,105.87,0.13,Rainy,22.1,1,280.08,2971.53,76
01-12-2024,1006,334.82,0.18,Cloudy,31.9,0,333.79,4987.36,44
02-12-2024,1005,167.38,0.28,Sunny,33.4,0,459.01,6560.32,45
03-12-2024,1001,357.03,0.11,Rainy,13.5,0,316.11,7929.76,34
04-12-2024,1005,403.74,0.22,Sunny,10,0,300.68,1935.63,20
05-12-2024,1001,300.18,0.27,Rainy,31.4,1,109.63,9661.29,82
06-12-2024,1001,316.95,0.14,Sunny,20.7,0,114.53,9011.99,31
07-12-2024,1001,480.59,0.13,Cloudy,17.6,0,163.07,3433.14,33
08-12-2024,1002,438.87,0.18,Sunny,10.4,0,102.66,8404.84,29
09-12-2024,1001,465.69,0.18,Sunny,26.2,0,379.91,5664.92,42
10-12-2024,1003,425.51,0.24,Sunny,35.5,0,372.1,5156.26,32
11-12-2024,1008,143.57,0.14,Sunny,38.7,0,143.06,3829.91,53
12-12-2024,1005,159.6,0.3,Sunny,27,0,416.07,6228.72,62
13-12-2024,1000,310.65,0.02,Cloudy,25.4,0,150.37,7569,44
14-12-2024,1007,198.43,0,Rainy,12.6,0,207.46,4698.4,34
15-12-2024,1006,290.68,0.19,Sunny,26.5,0,187.1,6662.97,62
16-12-2024,1009,257.75,0.09,Cloudy,21.4,0,235.2,7293.82,43
17-12-2024,1002,319.77,0.07,Sunny,28.2,0,189.32,7400.1,28
18-12-2024,1000,398.75,0.09,Sunny,21.7,1,280.69,1467.69,67
19-12-2024,1004,386.2,0.08,Rainy,17.2,0,248.89,8737.73,32
20-12-2024,1003,308.49,0.01,Sunny,12.8,0,474.76,5124.28,29
21-12-2024,1009,428.96,0.29,Cloudy,19.4,0,111.81,3361.74,5
22-12-2024,1007,272.34,0.07,Cloudy,12.9,0,145.45,3175.88,52
23-12-2024,1000,458.69,0.22,Rainy,15.3,0,110.6,5347.13,9
24-12-2024,1009,128.51,0.23,Sunny,39.6,0,334.08,8981.48,75
25-12-2024,1000,481.86,0.28,Cloudy,23.3,0,111.26,4405.13,31
26-12-2024,1003,361.88,0.01,Sunny,26,0,416.21,7747.53,46
27-12-2024,1007,252.03,0.26,Sunny,36.2,0,289.66,1871.37,46
28-12-2024,1004,178.86,0.16,Sunny,39.9,1,295.53,5284.51,75
29-12-2024,1001,291.67,0.19,Rainy,27.5,1,309.02,9925.18,76
30-12-2024,1005,177.82,0.19,Sunny,34.4,0,156.62,7933.94,67
31-12-2024,1004,166.53,0.25,Cloudy,19.8,0,167.1,2894.76,41
01-01-2025,1001,346.94,0.1,Sunny,19.2,1,214.34,5512.97,67
02-01-2025,1002,309.23,0.22,Cloudy,22.1,0,321.46,3102.62,43
03-01-2025,1008,368.04,0.16,Sunny,30.2,1,171.95,4686.05,77
04-01-2025,1006,471.84,0.24,Cloudy,30.5,0,135.37,8020.76,21
05-01-2025,1006,312.9,0.3,Cloudy,19.5,1,468.35,7941.02,96
06-01-2025,1005,332.37,0.06,Sunny,14,0,98.57,3052.9,37
07-01-2025,1007,135.85,0.3,Sunny,29,1,403.05,9300.01,99
08-01-2025,1003,387.05,0.03,Cloudy,13.8,0,397.33,6333.11,41
09-01-2025,1007,259.96,0,Rainy,27.4,0,205.91,4419.32,70
10-01-2025,1003,490.69,0.01,Sunny,30.8,1,142.89,5517.42,42
11-01-2025,1007,429.27,0.1,Rainy,31,0,146.8,6445.64,33
12-01-2025,1008,308.99,0.19,Sunny,32.6,0,362,6039.01,23
13-01-2025,1002,149.29,0.02,Sunny,36.2,0,340.69,5377.65,65
14-01-2025,1002,443.77,0,Sunny,25,0,395.27,5544.4,32
15-01-2025,1001,419.91,0.28,Sunny,31.9,1,455.62,2587.71,58
16-01-2025,1009,173.83,0.25,Rainy,28.6,0,359.85,8314.6,57
17-01-2025,1002,218.11,0.24,Sunny,15.6,0,150.78,5875.84,27
18-01-2025,1002,417.36,0.27,Cloudy,10.8,0,184.94,2179.72,21
19-01-2025,1004,174.09,0.21,Cloudy,18.5,0,418.46,7895.41,72
20-01-2025,1004,467.1,0.03,Rainy,23.3,0,171.63,9392,27
21-01-2025,1001,269.81,0.12,Sunny,28.5,0,118.28,9525.76,60
22-01-2025,1009,134.82,0.22,Cloudy,35.5,0,364.28,4321.16,47
23-01-2025,1005,426.3,0.08,Rainy,15.9,1,246.99,2219.65,54
24-01-2025,1004,249.4,0.21,Sunny,13.8,0,448.82,5665.6,39
25-01-2025,1005,310.6,0.01,Cloudy,38.9,0,343.6,2013.48,34
26-01-2025,1000,144.92,0.09,Cloudy,13.2,1,125.26,9405.89,83
27-01-2025,1004,101.03,0.16,Rainy,24.4,0,459.66,2652.22,53
28-01-2025,1008,355.19,0.19,Sunny,27.6,1,190.84,3274.89,68
29-01-2025,1009,306.07,0.17,Sunny,26.2,0,221.51,4659.73,28
30-01-2025,1001,337.42,0.21,Cloudy,12.6,1,246.88,4448.48,57
31-01-2025,1000,417.5,0,Cloudy,11.7,0,109.98,8151.97,29
01-02-2025,1009,358.64,0.03,Cloudy,13.2,1,283.64,5106.85,49
02-02-2025,1008,169.91,0.26,Sunny,27.6,0,138.09,2536.91,69
03-02-2025,1009,244.31,0.2,Rainy,26.3,0,246.38,3404.89,36
04-02-2025,1008,462.36,0.03,Rainy,17,0,226.78,5582.02,16
05-02-2025,1008,407.98,0.25,Sunny,29.1,0,391.41,2327.09,18
06-02-2025,1005,322.65,0.07,Rainy,34.6,0,403.24,6504.9,66
07-02-2025,1007,202.26,0.14,Cloudy,11.2,0,149.83,6091.73,53
08-02-2025,1000,220.82,0.04,Rainy,24.9,0,232.95,7432.32,45
09-02-2025,1009,392.78,0.21,Rainy,30.7,0,235.61,9439.34,56
10-02-2025,1003,440.47,0.2,Rainy,17.6,0,149.05,9210.29,35
11-02-2025,1000,368.57,0.06,Cloudy,19.2,0,401.4,9514.68,44
12-02-2025,1007,423.81,0.26,Sunny,28.4,0,365.82,3202.44,24
13-02-2025,1000,406.66,0.12,Cloudy,36.9,0,164.25,2184.09,24
14-02-2025,1002,159.88,0.09,Sunny,34.3,0,233.02,3720.49,61
15-02-2025,1003,269.58,0.05,Sunny,27.5,0,131.26,9055.77,49
16-02-2025,1007,161.19,0.08,Sunny,31.9,0,335,9748.48,87
17-02-2025,1005,194.09,0.01,Rainy,20.9,0,137.34,8733.92,45
18-02-2025,1009,447.7,0.17,Rainy,29.2,1,474.51,1990.16,69
19-02-2025,1006,289.16,0.25,Sunny,24,0,394.47,9526.85,51
20-02-2025,1007,314.14,0.16,Sunny,15.7,0,242.19,4810.22,39
21-02-2025,1001,171.38,0.07,Rainy,31.1,0,315.64,1083.79,58
22-02-2025,1009,224.91,0.01,Cloudy,26.7,0,445.42,4981.54,44
23-02-2025,1007,192.1,0.06,Sunny,20.8,0,306.1,1414.62,52
24-02-2025,1002,182.47,0.12,Cloudy,37.3,0,158.05,5894.9,35
25-02-2025,1006,355.18,0.23,Rainy,10.6,0,237.69,4046.99,20
26-02-2025,1002,202.75,0.06,Sunny,19.5,0,418.83,5260.91,40
27-02-2025,1006,352.81,0.22,Cloudy,11.7,0,341.24,6518.53,21
28-02-2025,1001,123.38,0.26,Cloudy,33,0,343.78,8819.21,69
01-03-2025,1009,156.71,0.14,Cloudy,31.1,0,428.06,6957.11,67
02-03-2025,1005,209.82,0.25,Rainy,19.9,0,438.65,4906.44,55
03-03-2025,1002,338.82,0.17,Rainy,30.3,1,448.72,8374.85,80
04-03-2025,1002,370.34,0.19,Cloudy,21.9,0,126.99,9150.24,35
05-03-2025,1008,277.09,0.16,Cloudy,32.7,0,302.21,2077.84,46
06-03-2025,1006,278.32,0.14,Rainy,23.6,1,378.8,5787.4,76
07-03-2025,1004,389.81,0.07,Cloudy,22.4,0,385.2,3560.61,38
08-03-2025,1009,106.33,0.09,Cloudy,38,0,326.62,1423.55,68
09-03-2025,1006,236.44,0.09,Rainy,17.5,0,155.05,7016.92,49
10-03-2025,1008,427.48,0.17,Cloudy,13.6,1,400.99,8764.94,52
11-03-2025,1000,341.29,0.04,Cloudy,27.5,0,370.84,2466.12,28
12-03-2025,1006,234.89,0.28,Cloudy,39.1,0,123.59,8311.72,57
13-03-2025,1005,462.21,0.22,Rainy,21.3,0,270.89,8680.56,28
14-03-2025,1009,409.05,0.12,Cloudy,11.9,1,157.85,9229.06,66
15-03-2025,1008,205.96,0.05,Rainy,20.2,0,221.62,3387.57,53
16-03-2025,1000,358.12,0.26,Rainy,25.2,0,97.05,9135.58,44
17-03-2025,1003,338.3,0.25,Sunny,14.9,1,246.13,3885.96,61
18-03-2025,1008,260.48,0.22,Sunny,29.7,0,304.45,5971.04,52
19-03-2025,1003,246.78,0.08,Cloudy,39.9,0,331.64,1454.57,43
20-03-2025,1009,237.42,0.12,Rainy,23.6,0,348.76,1394.93,31
21-03-2025,1002,346.86,0.03,Sunny,20.6,0,416.15,7483.36,23
22-03-2025,1008,276.96,0.06,Cloudy,22,1,174.03,5000.32,66
23-03-2025,1001,432.75,0.23,Sunny,13.5,0,136.99,3306.63,24
24-03-2025,1003,367.84,0.21,Sunny,36.5,1,422.1,2713.72,59
25-03-2025,1005,127.97,0.18,Rainy,22.4,0,151.08,7029.58,60
26-03-2025,1001,356.07,0.27,Rainy,21.6,0,470.16,1003.61,31
27-03-2025,1007,208.46,0.17,Sunny,29.8,1,418.59,8253.02,95
28-03-2025,1007,337.12,0.14,Sunny,23.3,0,285.34,1713.25,20
29-03-2025,1000,372.05,0.1,Rainy,29.4,0,472.75,2723.41,42
30-03-2025,1002,192.33,0.28,Cloudy,11.8,0,127.98,4476.13,56
31-03-2025,1009,282.74,0.02,Rainy,34.4,1,208.2,5363.73,68
01-04-2025,1008,176.13,0.28,Sunny,38.2,0,338.91,4194.96,51
02-04-2025,1004,120.94,0.25,Cloudy,29.5,0,226.5,3886.41,72
03-04-2025,1005,251.39,0.04,Sunny,38.6,0,452.07,9675.24,62
04-04-2025,1003,245.18,0.17,Cloudy,14.5,0,115.59,6774.22,24
05-04-2025,1009,498.19,0.26,Sunny,24.3,0,304.27,1210.9,0
06-04-2025,1001,278.54,0.17,Cloudy,28.1,0,320.44,4871.58,43
07-04-2025,1007,233.43,0.27,Cloudy,27.5,0,344.56,8875.08,46
08-04-2025,1005,332.19,0.28,Sunny,22,0,189.71,3713.11,31
09-04-2025,1004,135.51,0.13,Cloudy,20.1,0,232.18,1851.01,50
10-04-2025,1008,484.67,0.11,Rainy,13.8,1,419.04,7825.46,68
11-04-2025,1000,353.98,0.28,Sunny,21.8,0,166.03,6454.12,35
12-04-2025,1004,401.94,0.2,Rainy,14.9,1,412.48,6132.81,70
13-04-2025,1005,168.19,0.03,Sunny,32,0,309.44,1482.19,66
14-04-2025,1004,263.79,0.01,Cloudy,16.3,0,387.25,2264.49,50
15-04-2025,1005,269.08,0.17,Cloudy,11.8,1,368.31,6602.94,75
16-04-2025,1005,428.72,0.28,Cloudy,26.6,0,170.93,2870.41,6
17-04-2025,1006,100.49,0.25,Sunny,27.9,0,311.84,5536.63,69
18-04-2025,1003,220.34,0.2,Rainy,36.2,1,428.41,5903.94,98
19-04-2025,1007,492.49,0.04,Rainy,27.3,0,258.53,3551.56,20
20-04-2025,1006,289.95,0.08,Sunny,20.4,0,466.97,9535.83,67
21-04-2025,1008,253.01,0.26,Sunny,34.1,0,266.36,8582.18,67
22-04-2025,1006,147.93,0.05,Rainy,26.2,0,145.69,7501.36,68
23-04-2025,1002,489.67,0.08,Rainy,12.4,0,241.88,1701.94,21
24-04-2025,1002,108.01,0.04,Rainy,27,0,461.16,1955.17,59
25-04-2025,1007,394.87,0.2,Rainy,37.2,0,214.69,5435.03,15
26-04-2025,1004,407.44,0.28,Sunny,21.9,0,428.56,2446.42,20
27-04-2025,1003,197.46,0.08,Sunny,18.9,0,433.69,9804.39,71
28-04-2025,1007,368.62,0.14,Cloudy,14.3,0,226.57,2426.68,17
29-04-2025,1005,137.17,0.19,Rainy,14.5,0,122.47,5387.21,52
30-04-2025,1001,202.82,0.3,Cloudy,23,0,372.58,4277.09,39
01-05-2025,1003,415.16,0.03,Sunny,27.9,0,211.49,6754.48,53
02-05-2025,1003,445.87,0.15,Sunny,12.4,0,395.34,2161.33,32
03-05-2025,1005,343.39,0.12,Cloudy,38.2,0,262.64,4872.85,35
04-05-2025,1005,302.74,0.26,Rainy,32.7,0,279.25,3472.35,44
05-05-2025,1000,163.72,0.14,Rainy,27.6,1,393.38,8989.76,88
06-05-2025,1007,125.24,0.03,Rainy,34.9,0,239.12,1365.27,63
07-05-2025,1005,147.06,0.19,Rainy,12.4,0,262.82,9223.55,65
08-05-2025,1002,190.94,0.23,Cloudy,24.3,0,236.71,8496.95,68
09-05-2025,1008,236.67,0,Cloudy,28.9,0,233.26,3678.14,51
10-05-2025,1001,252.36,0.26,Sunny,34.9,1,295.12,8103.62,117
11-05-2025,1007,238.53,0.06,Rainy,33.5,1,405.43,1280.92,65
12-05-2025,1009,195.62,0.17,Rainy,18.3,0,231.09,9701.79,41
13-05-2025,1002,303.89,0.12,Rainy,38.2,0,294.46,5739.35,46
14-05-2025,1004,430.11,0.22,Cloudy,13.7,1,351.58,3729.53,35
15-05-2025,1005,211.88,0.11,Rainy,36.3,1,195.08,4263.25,70
16-05-2025,1009,476.95,0.26,Cloudy,39.1,0,198.23,1597.65,15
17-05-2025,1005,449.33,0.22,Rainy,15.3,0,454.03,9904.15,23
18-05-2025,1003,164.71,0.19,Rainy,31.7,0,372.18,1353.63,42
19-05-2025,1002,414.51,0.24,Sunny,11.2,1,315.1,6894.16,63
20-05-2025,1003,329.83,0.23,Rainy,22.2,0,342.61,4984.62,33
21-05-2025,1000,326.63,0.01,Rainy,25.5,0,101.43,9540.25,47
22-05-2025,1003,256.42,0.12,Sunny,27.4,0,331.06,3214,53
23-05-2025,1000,300.46,0.28,Cloudy,38.1,0,288.71,5788.78,42
24-05-2025,1000,258.87,0.04,Cloudy,30.2,0,302.84,5341.21,47
25-05-2025,1009,315.89,0.22,Rainy,24.4,1,230.18,7325.8,78
26-05-2025,1005,351.18,0.29,Cloudy,34.3,0,121.77,1612.09,15
27-05-2025,1004,369.72,0.02,Rainy,38.5,0,165.4,2744.1,13
28-05-2025,1003,312.99,0.2,Sunny,10.7,0,460.79,2931.08,33
29-05-2025,1002,388.57,0.14,Sunny,39.5,0,249.39,7643.36,51
30-05-2025,1000,156.51,0.17,Rainy,12.6,0,272.01,2702.25,66
31-05-2025,1005,184.79,0.03,Sunny,34.4,0,110.56,6161.43,62
01-06-2025,1001,427.49,0.01,Sunny,18.4,0,104.65,2937.19,30
02-06-2025,1007,229.01,0.2,Rainy,14,0,369.7,8754.62,49
03-06-2025,1009,109.16,0.25,Rainy,23.2,0,299.86,9479.67,72
04-06-2025,1004,161.52,0.23,Sunny,29.3,0,288.4,5666.44,76
05-06-2025,1006,189.45,0.16,Cloudy,21.4,1,184.82,4170.78,58
06-06-2025,1009,482.93,0.03,Cloudy,11.6,1,380.45,3106.52,47
07-06-2025,1001,329.22,0.21,Rainy,28,0,155.61,1448.03,55
08-06-2025,1007,473.09,0.07,Rainy,37.1,0,164.07,3416.5,30
09-06-2025,1001,330.07,0.27,Cloudy,21.5,1,269.68,6888.12,88
10-06-2025,1003,291.74,0.25,Sunny,16.5,0,201.65,5802.55,34
11-06-2025,1000,225.49,0.21,Cloudy,23.3,1,186.51,9496.37,87
12-06-2025,1004,342.55,0.28,Cloudy,11.5,1,341.64,4566.5,60
13-06-2025,1008,155.68,0.01,Cloudy,34.6,0,343.88,7244.77,44
14-06-2025,1000,459.3,0.22,Cloudy,34.8,0,411.56,5403.9,20
15-06-2025,1008,431.73,0.1,Rainy,27.6,1,252.91,5613.19,50
16-06-2025,1007,227.01,0.27,Rainy,20.6,0,118.5,3409.97,52
17-06-2025,1005,481.12,0.08,Sunny,34,0,196.73,5094.56,37
18-06-2025,1006,430.08,0.22,Sunny,26.6,0,472.2,5237.06,34
19-06-2025,1002,366.52,0.26,Sunny,34.8,0,322.54,7359.78,53
20-06-2025,1000,148.7,0.01,Sunny,28.9,0,366.8,9465.76,66
21-06-2025,1004,291.29,0.12,Cloudy,33.5,0,92.87,3963.89,57
22-06-2025,1001,302.44,0.23,Rainy,28,1,292.1,1379.8,66
23-06-2025,1004,193.02,0.14,Rainy,22.4,0,104.64,5466.66,53
24-06-2025,1007,131.99,0.08,Sunny,38.7,0,312,5900.15,65
25-06-2025,1008,410.69,0.07,Sunny,26.2,0,449.1,2515.96,33
26-06-2025,1001,148.81,0.04,Cloudy,28.2,0,467.68,7844.18,60
27-06-2025,1002,337.72,0.26,Cloudy,16.6,0,300.82,9864.36,54
28-06-2025,1002,474.58,0.17,Sunny,28.8,1,268.7,9511.97,54
29-06-2025,1000,450.44,0.02,Rainy,27.1,1,458.56,2773.95,43
30-06-2025,1007,211.1,0.11,Rainy,15.5,0,352.71,8878.27,61
01-07-2025,1005,440.58,0.11,Rainy,11.8,0,115.31,7340.44,25
02-07-2025,1007,100.13,0.05,Sunny,28.1,0,271.63,5084.62,59
03-07-2025,1008,107.08,0.13,Rainy,32.9,0,183.7,5865.5,76
04-07-2025,1004,341.02,0.1,Cloudy,25.7,0,273.22,8646.4,39
05-07-2025,1002,245.92,0.1,Cloudy,16.8,0,267.63,5321.21,42
06-07-2025,1004,254.58,0.22,Sunny,30,1,317.04,4358.87,92
07-07-2025,1004,325.78,0.07,Cloudy,12.4,0,229.14,5439.23,49
08-07-2025,1004,176.71,0.19,Sunny,23.3,0,154.07,6212.17,72
09-07-2025,1002,184.7,0.17,Rainy,14.9,0,286.45,2701.7,41
10-07-2025,1009,293.84,0.17,Rainy,15.5,0,413.78,9108.17,58
11-07-2025,1003,401.7,0.2,Rainy,16.1,0,348.96,7067.68,22
12-07-2025,1008,347.8,0.16,Cloudy,21.6,0,221.96,6699.42,30
13-07-2025,1009,218.94,0.26,Sunny,11.5,0,454.85,1895.47,14
14-07-2025,1008,272.13,0.2,Rainy,21.9,0,445.76,6437.57,63
15-07-2025,1001,168.27,0.16,Sunny,25.4,0,171.65,2088.65,41
16-07-2025,1007,129.85,0.25,Rainy,24.5,0,105.37,1708.28,51
17-07-2025,1007,413.08,0.18,Cloudy,21.5,0,379.11,5745.8,21
18-07-2025,1006,206.15,0.09,Cloudy,35.2,0,412.77,4625.07,63
19-07-2025,1007,171.11,0.06,Sunny,14.4,1,467.47,6299.29,78
20-07-2025,1002,376.65,0.05,Cloudy,25.2,0,437.04,1803,15
21-07-2025,1005,347.22,0.27,Cloudy,11.9,0,324.21,4878.85,35
22-07-2025,1000,353.28,0.21,Sunny,12.1,0,296.72,2573.08,11
23-07-2025,1006,191.56,0.28,Rainy,27.2,0,100.86,9883.9,55
24-07-2025,1000,193.06,0.18,Cloudy,27,0,186.2,6050.35,35
25-07-2025,1008,188.32,0.14,Sunny,36.3,0,269.25,7186.93,49
26-07-2025,1000,169.5,0.02,Cloudy,26.7,0,335.12,3928.76,56
27-07-2025,1000,362.29,0.2,Cloudy,38.8,0,307.33,1852.65,17
28-07-2025,1006,439.21,0.17,Cloudy,11.5,1,379.63,9782.84,46
29-07-2025,1001,389.73,0.3,Cloudy,12.9,0,199.11,3576.33,24
30-07-2025,1004,416.84,0.07,Sunny,11.3,1,310.33,4814.27,48
31-07-2025,1007,261.92,0.16,Sunny,15.6,0,124.38,6848.78,65
01-08-2025,1007,361.63,0.2,Sunny,26.2,0,251.33,1222.28,47
02-08-2025,1002,241.69,0.19,Cloudy,29.4,1,382.56,8292.33,78
03-08-2025,1006,310.2,0.17,Cloudy,11.4,0,360.43,5829.2,41
04-08-2025,1002,292.65,0.23,Cloudy,38.4,0,476.35,3503.95,54
05-08-2025,1005,170.75,0.06,Sunny,35.3,0,198.38,1554.47,47
06-08-2025,1005,254.83,0.22,Cloudy,18.9,0,284.29,2462.49,23
07-08-2025,1002,485.53,0.19,Rainy,12.3,0,218.52,9055.3,25
08-08-2025,1006,199.43,0.27,Cloudy,15.1,0,261.84,7174.22,50
09-08-2025,1002,153.52,0.25,Rainy,13.8,1,424.21,3249.12,73
10-08-2025,1007,267.43,0.09,Cloudy,13.7,0,356.84,1590.41,37
11-08-2025,1009,416.14,0.08,Sunny,25.6,1,434.15,7215.54,58
12-08-2025,1003,332.86,0.29,Cloudy,17.4,1,169.37,6151.67,56
13-08-2025,1000,372.39,0.16,Rainy,20.7,0,430.61,4640.68,33
14-08-2025,1003,175.88,0.27,Rainy,39.7,0,113.31,4272.5,64
15-08-2025,1006,347.58,0.05,Cloudy,30.5,1,436.55,2951.33,54
16-08-2025,1003,229.4,0.19,Rainy,38.5,1,218.34,7026.5,99
17-08-2025,1005,433.72,0.24,Rainy,14.3,0,212.69,9736.01,15
18-08-2025,1008,351.72,0.28,Sunny,21.5,0,289.71,2581.44,24
19-08-2025,1000,179.54,0.1,Cloudy,26.6,0,456.87,6374.05,55
20-08-2025,1004,125.85,0.22,Cloudy,12.3,0,108.63,4817.67,46
21-08-2025,1006,117.05,0.16,Cloudy,10.1,0,227.37,5020.2,47
22-08-2025,1000,248.56,0.02,Rainy,30.1,0,424.06,3287.33,65
23-08-2025,1003,206.34,0.21,Cloudy,29.3,0,244.46,8426.21,52
24-08-2025,1005,358.44,0.21,Cloudy,22.3,0,167.67,5367.3,60
25-08-2025,1001,299.73,0.28,Sunny,24.7,0,255.67,5890.65,48
26-08-2025,1009,206.41,0.15,Sunny,22.5,0,240.37,3742.85,49
27-08-2025,1004,159.7,0.07,Sunny,10.7,0,447.01,2636.28,49
28-08-2025,1009,150.88,0.01,Rainy,20.1,0,387.15,1773.19,73
29-08-2025,1000,445.86,0.12,Cloudy,15.3,0,287,7427.07,17
30-08-2025,1005,197.39,0.09,Sunny,13,0,475.46,2766.11,31
31-08-2025,1005,360.68,0.23,Sunny,38.7,0,271.46,7210.68,40
01-09-2025,1003,424.27,0.11,Sunny,28,1,112.71,4513.39,60
02-09-2025,1007,345.63,0.28,Cloudy,31.9,0,192.29,4741.97,23
03-09-2025,1003,443.83,0.29,Cloudy,19.5,0,260.07,5222.6,26
04-09-2025,1007,256.96,0.19,Cloudy,21.8,0,151.19,4309.38,60
05-09-2025,1007,482.49,0.28,Rainy,17.1,1,459.55,1905.58,45
06-09-2025,1004,153.26,0.23,Rainy,12.9,0,389.07,3786.69,45
07-09-2025,1003,140.86,0.16,Sunny,15.4,0,194.63,6973.61,51
08-09-2025,1001,363.48,0.05,Cloudy,33.9,0,320.41,6992.06,53
09-09-2025,1002,477.13,0.14,Sunny,30.3,0,371.37,3576.02,16
10-09-2025,1002,423.55,0.17,Cloudy,26.4,0,457.1,5140.92,49
11-09-2025,1003,130.57,0.26,Cloudy,24.3,0,433.84,2741.03,73
12-09-2025,1003,211.75,0.14,Cloudy,37.7,0,290.92,2893.35,56
13-09-2025,1009,472.13,0.27,Rainy,12.2,0,392.11,1207.42,11
14-09-2025,1004,201.22,0.2,Rainy,18.4,0,309.24,9070.72,67
15-09-2025,1003,412.47,0.04,Cloudy,20.5,0,305.55,2896.36,35
16-09-2025,1009,430.05,0.3,Sunny,33.5,1,134.75,3047.8,51
17-09-2025,1007,298.18,0.16,Cloudy,39.8,0,139.19,3516.41,41
18-09-2025,1005,254.54,0.12,Cloudy,17.2,1,296.52,2146.67,54
19-09-2025,1005,280.05,0.2,Sunny,36.2,0,194.86,6753.37,57
20-09-2025,1007,190.79,0.03,Cloudy,34.9,0,98.2,1676.29,58
21-09-2025,1006,455.76,0.19,Sunny,16.7,0,371.91,2207.82,3
22-09-2025,1009,280.25,0.15,Rainy,22,1,102.67,6802.81,72
23-09-2025,1009,452.98,0.12,Rainy,22.3,0,322.16,4056.95,10
24-09-2025,1007,142.28,0.29,Sunny,39.3,0,300.29,7371.53,61
25-09-2025,1001,495.31,0.16,Rainy,15.4,0,467.84,6016.82,25
26-09-2025,1008,277.31,0.07,Rainy,34,0,278.84,3304.19,38
